file_name,audio_wav,length(seconds),number_of_samples,sample_rate,min_fq,max_fq,mean_fq,variance_fq,min_ae,max_ae,mean_ae,variance_ae,min_rms,max_rms,mean_rms,variance_rms,min_zcr,max_zcr,mean_zcr,variance_zcr,Animal
dog_barking_6.wav,"[-0.00470071 -0.00578309 -0.00323419 ... -0.0057574  -0.00531144
 -0.00197993]",7.289206349206349,160727,22050,0.0002450859454944,428.1144266429009,11.44152613868734,815.47129625773,0.0003461609,0.9816998,0.100981586,0.0469483133806175,0.00020335961,0.33268806,0.03205258,0.0048630222203247,0.0166015625,0.3232421875,0.0778544237659235,0.0018578970704841,Dog
dog_barking_43.wav,"[-2.0776075e-07  6.2532722e-06 -1.5328116e-05 ... -1.7351217e-03
 -2.1833696e-03  0.0000000e+00]",3.113968253968254,68663,22050,0.0003270362327529,500.5532428801228,4.516263143485936,369.6053055521884,0.003681189,0.8883579,0.124000125,0.0186099847987183,0.005545656,0.43390855,0.048875198,0.0032909121290509,0.021484375,0.087890625,0.0569079521648044,0.0001426148054787,Dog
dog_barking_79.wav,"[-3.0832667e-05  8.0387472e-06 -3.7733502e-05 ... -1.5056982e-04
 -3.4926584e-04  0.0000000e+00]",4.456961451247166,98276,22050,4.9319042896242026e-05,2184.71028732175,24.28681097213576,8707.42603288971,0.0015347792,0.990473,0.65967655,0.0382529846847912,0.0031239004,0.478314,0.29711807,0.0063020987181184,0.029296875,0.130859375,0.0678049723307291,0.0002733283797226,Dog
dog_barking_66.wav,"[-2.7348426e-05 -3.3846791e-05 -2.9301429e-05 ... -1.4910812e-02
 -1.5372636e-02 -5.3805765e-03]",2.8128344671201813,62023,22050,0.0004684786483842,703.9662344498513,7.644437325809182,789.626408453859,0.001874762,0.993976,0.20927621,0.0357110992320312,0.0035851302,0.3242821,0.091948345,0.0052167039964933,0.02734375,0.095703125,0.0617288176546391,0.0001150449414954,Dog
dog_barking_8.wav,"[-0.00200336 -0.00229835 -0.00170107 ... -0.03122447 -0.01855047
 -0.00474431]",1.0156916099773243,22396,22050,0.0003932205251934,396.1081951976673,12.094600877368611,632.4877246715829,0.025145851,0.8405005,0.38981986,0.08472449456652,0.0013946709,0.35888538,0.14009593,0.0152221012421637,0.0693359375,0.4580078125,0.1467801339285714,0.0068560137067522,Dog
dog_barking_46.wav,"[-2.8820014e-05 -8.2497336e-06  1.7567140e-06 ... -1.1144339e-03
 -6.3427602e-04 -2.8334474e-04]",5.920816326530613,130554,22050,6.538240089609646e-07,2010.409548599484,21.37687938566588,9173.459660871717,0.0017983702,1.002035,0.5610638,0.0518284469725924,0.0037299206,0.5048721,0.25186273,0.0103366293444483,0.021484375,0.1318359375,0.0646503523284313,0.00052469157712,Dog
dog_barking_85.wav,"[-2.9882580e-05 -1.5490177e-05  6.0197508e-06 ...  2.4909321e-03
  2.5928137e-03  1.2833385e-03]",4.592698412698413,101269,22050,1.2572819496094823e-05,2110.749127847909,18.03120825080576,8125.929393850829,0.0028439397,1.0007471,0.6055319,0.0461531686119725,0.003110403,0.5176873,0.27015132,0.0103927998604575,0.0087890625,0.0732421875,0.0501548690025252,9.58715909243674e-05,Dog
dog_barking_24.wav,"[ 0.00277921 -0.0020833  -0.00551855 ... -0.00112216  0.00018003
  0.00060963]",7.497505668934241,165320,22050,0.0004218704605576,1237.6959867462515,13.50516222883335,1671.8432381449654,0.0024832883,1.0171701,0.118188605,0.0624243272057251,0.0011524706,0.4589953,0.04429753,0.0092570374176587,0.0,0.28125,0.0520027089783281,0.0028281361436038,Dog
dog_barking_15.wav,"[-8.0354675e-04 -6.3137698e-04 -7.8524237e-05 ...  4.9222824e-03
  3.8988760e-03  1.8536150e-03]",4.89156462585034,107859,22050,4.411856604295535e-05,1439.906187906261,20.353768784031864,3277.575310721598,0.0014141194,1.0069771,0.31800127,0.1500843882100599,0.00036253047,0.5302998,0.113578476,0.0213391314948645,0.029296875,0.140625,0.0804673598754448,0.0002887550026581,Dog
dog_barking_23.wav,"[-3.2255970e-10 -4.1477372e-10 -5.1725811e-11 ...  1.5700789e-03
  2.2797482e-03  0.0000000e+00]",11.765532879818592,259430,22050,9.413271615909348e-05,1136.6658931731265,15.040997974801432,2886.156940337222,0.0005694978,0.8805714,0.13513415,0.0545648262493113,0.00010350513,0.49859187,0.05134938,0.009363607584838,0.0078125,0.15234375,0.065894120775777,0.0006678523533407,Dog
dog_barking_87.wav,"[-2.4428038e-05 -5.9847307e-06 -1.3800462e-05 ...  2.3240335e-03
  2.1042640e-03  8.1987662e-04]",1.922766439909297,42397,22050,1.0557817855609266e-06,309.88156386276734,8.621913432020431,500.8042346978224,0.0073499735,1.0068865,0.25758266,0.0555276773037147,0.0032652912,0.2865801,0.0887824,0.0056667044207318,0.025390625,0.1123046875,0.0699477597891566,0.0004651731933264,Dog
dog_barking_16.wav,"[-0.01117445 -0.01260637 -0.01031374 ... -0.00565893 -0.00605678
 -0.00250779]",4.069705215419501,89737,22050,0.0012268592365261,601.9626364241558,7.239241665512533,974.8202390881296,0.0010247244,1.0052722,0.11456825,0.0555703206022353,0.0018893173,0.45744163,0.0451814,0.0094037507441474,0.0126953125,0.099609375,0.0415567686075498,0.0004346897095585,Dog
dog_barking_109.wav,"[-0.00053601 -0.00084401 -0.00064328 ...  0.00749365  0.0073207
  0.00257102]",7.412834467120182,163453,22050,6.81155062791277e-05,7026.199756625064,2.801982724547717,5032.112764058333,0.0074936505,0.99897707,0.2141935,0.0381496077327518,0.0031833241,0.65194505,0.1274623,0.014598311595823,0.005859375,0.0283203125,0.0105777701644479,2.1996394877452345e-05,Dog
dog_barking_27.wav,"[ 0.00072338  0.00086684  0.00078829 ... -0.0128839  -0.01482308
 -0.00897396]",1.9733786848072563,43513,22050,0.0001565475168515,562.220397986153,19.745597919124755,1948.367561497988,-0.008973958,0.982598,0.23787236,0.1425930840075895,0.002477887,0.70637876,0.11691837,0.0401744334395304,0.0,0.130859375,0.0434914981617647,0.0016145694262034,Dog
dog_barking_72.wav,"[-5.9546323e-07 -4.5700934e-05 -6.9550551e-05 ... -2.5127041e-03
 -4.2296387e-03 -1.8807470e-03]",3.2612698412698413,71911,22050,0.0001208732210621,447.5732686033776,9.327708544968637,738.4672117751055,0.010047391,1.0047667,0.20787723,0.0458374095154318,0.0044642272,0.36629626,0.080791354,0.0049563100471853,0.02734375,0.12890625,0.0702690586076512,0.0003602779067142,Dog
dog_barking_40.wav,"[-2.9819377e-05 -9.9171029e-07 -1.2798104e-05 ...  5.3630043e-03
  5.0593936e-03  0.0000000e+00]",1.926530612244898,42480,22050,0.0002539375677195,306.78579362585856,5.793012999674257,305.9072677808936,0.0053630043,0.8059063,0.19397828,0.0193776081560961,0.0040363846,0.3167056,0.075295776,0.002325118575639,0.01171875,0.1005859375,0.0653973315135542,0.0004008446879031,Dog
dog_barking_68.wav,"[-2.5102581e-05 -3.3971762e-06 -1.6137312e-05 ...  9.2968193e-04
  1.5283120e-03  0.0000000e+00]",5.074648526077097,111896,22050,8.019378827966406e-05,1494.109568320632,21.9357815325087,6764.903964954676,0.009232447,0.9043644,0.5114242,0.0265510917963029,0.007453328,0.511245,0.24062072,0.0068057832351802,0.021484375,0.1005859375,0.0608939732142857,0.0001724104168914,Dog
dog_barking_11.wav,"[-0.00175905 -0.00195619 -0.00168227 ...  0.00244525  0.00169829
  0.        ]",9.297097505668935,205001,22050,5.417109771450968e-05,1016.23665081313,5.837918513081329,1136.0911931057656,3.927019e-06,0.9565717,0.06383521,0.0219837339742715,0.001478968,0.49554846,0.027998006,0.0049257198980381,0.0009765625,0.068359375,0.0228065747893258,0.0001576632251445,Dog
dog_barking_110.wav,"[ 0.00194765  0.00430012  0.00498751 ... -0.00297651 -0.00434688
 -0.0031824 ]",8.14,179487,22050,0.0001097047446075,344.7210908242789,8.040213033304783,511.7231947565784,0.0015180428,0.98401105,0.07598802,0.027199216245457,0.0021670868,0.30464932,0.024839062,0.0025941241356861,0.0029296875,0.1318359375,0.0353344395937277,0.0004896153659977,Dog
dog_barking_2.wav,"[-0.00324605 -0.0070152  -0.00960182 ...  0.01316906  0.01514705
  0.00953149]",11.9,262395,22050,0.0001142665786017,653.6150020872863,11.086802274351577,1314.923977823816,0.001697311,0.84181434,0.110339805,0.0241894217679825,0.00084239896,0.32080957,0.04166201,0.0037455971872278,0.025390625,0.2978515625,0.0820560213414634,0.0020046656190973,Dog
dog_barking_42.wav,"[ 4.1542858e-06  6.9239613e-06 -2.4175770e-05 ... -6.5694973e-03
 -6.9290507e-03 -3.8917509e-03]",2.9003174603174604,63952,22050,0.0003490563685533,1006.6558429645836,10.568722823147809,1353.789222775159,0.0035945592,0.90971136,0.31275555,0.0339196789599133,0.004972057,0.33998084,0.13642937,0.0042917238611854,0.0068359375,0.0986328125,0.0540234375,0.000297658763572,Dog
dog_barking_52.wav,[0.00041951 0.00170008 0.0051568  ... 0.00099303 0.00142345 0.00079087],2.2452607709750567,49508,22050,0.0002024152841203,877.0710310905737,9.311729611451344,977.44675138001,0.006730311,0.84445083,0.26981747,0.0253853334905338,0.0117051285,0.38107094,0.1259742,0.0056260298657679,0.009765625,0.1064453125,0.0561586522932816,0.000442635170166,Dog
dog_barking_93.wav,"[-2.6687414e-05 -1.2674289e-04 -2.8556565e-04 ...  1.2081889e-03
  2.9059655e-03  2.1896649e-03]",9.4,207270,22050,7.211640411183618e-05,565.933316754073,8.117454331602781,549.9961461504089,0.0003317584,0.9976617,0.06701529,0.0244665989184026,0.00011286548,0.3802538,0.02088536,0.0025354752057059,0.0341796875,0.1806640625,0.0784348476080246,0.0005835950285063,Dog
dog_barking_105.wav,"[-2.1300032e-07  3.2513464e-07 -1.2350836e-07 ...  2.0663928e-02
  2.2026613e-02  9.8493062e-03]",2.474013605442177,54552,22050,0.0001208835657272,420.77080805724313,10.296528730551897,697.3588408769742,0.00041855912,0.99107444,0.20538566,0.0943894921823846,5.0378727e-05,0.37685636,0.06510437,0.0104843173657014,0.0439453125,0.162109375,0.1074859118852459,0.0002907501452057,Dog
dog_barking_61.wav,"[-2.5399015e-05 -1.1444681e-05  1.7154705e-05 ...  1.5467684e-03
  1.1789985e-03  0.0000000e+00]",3.213786848072562,70864,22050,8.433128352938602e-05,882.3637608483638,8.775362840720318,1223.8936823177726,0.007192923,0.98970735,0.24444307,0.0415474975357003,0.0069341804,0.40221092,0.10835042,0.0066168891303039,0.0244140625,0.095703125,0.0597871305279783,0.0001459340572111,Dog
dog_barking_91.wav,"[-0.19770715 -0.18666773 -0.12377845 ... -0.00080409  0.00209205
  0.00261514]",12.0,264600,22050,0.0032519607833296,888.4204624315352,14.915941380765888,2165.8296561214524,0.000950763,1.0010862,0.154154,0.0452872160038166,0.00039411784,0.4745764,0.05359248,0.0061249063896798,0.0224609375,0.2275390625,0.0895797759006286,0.0018909797137877,Dog
dog_barking_3.wav,[0.00151063 0.00217135 0.00166086 ... 0.00381903 0.00440012 0.00292345],3.4,74970,22050,0.0001586573527744,596.9915188250507,10.882271472739175,1016.282888090478,0.008634066,1.00468,0.2076469,0.0600239105968393,0.00087994646,0.4677534,0.075545676,0.0094365074657476,0.0244140625,0.185546875,0.0869923874786689,0.0012043051929562,Dog
dog_barking_33.wav,"[-3.1083928e-05  4.8202455e-06  6.3217594e-05 ...  1.6123360e-03
  4.3627241e-04  0.0000000e+00]",3.862902494331066,85177,22050,2.0194118204767574e-06,556.9870140824139,8.595536467077833,655.7935356043143,0.013753479,0.79421455,0.16910629,0.0249693675316814,0.00632666,0.34379783,0.06981879,0.0036865552481179,0.0107421875,0.1083984375,0.0640733506944444,0.0002481737033267,Dog
dog_barking_20.wav,"[ 0.00023014  0.00023322  0.00010178 ... -0.00540248 -0.00468116
 -0.00174814]",8.212018140589569,181075,22050,1.2632065948472668e-06,1985.83747205856,27.00666337651952,8282.608238161121,0.0015152973,0.99874514,0.30804697,0.1318977248908943,0.00048301267,0.6707395,0.13838117,0.0306289215457574,0.0166015625,0.171875,0.0695319401501766,0.0008058001663211,Dog
dog_barking_111.wav,"[-0.00107205 -0.00126469 -0.00134511 ...  0.00437192  0.00373453
  0.00201279]",2.1,46305,22050,4.121267759136836e-05,464.32139768057465,13.679835877368046,1087.1729792783683,0.0012836051,1.0333276,0.14318593,0.1019602232197315,0.00058929285,0.6391844,0.06097715,0.0238485392647436,0.0029296875,0.1259765625,0.0499098972720994,0.00209579255995,Dog
dog_barking_25.wav,"[-0.01329447  0.02467598  0.07670063 ... -0.00095454  0.01533031
  0.        ]",14.998412698412698,330715,22050,0.001981649011186,2033.9106138121144,38.754553107184734,7339.6405471195585,0.038550593,1.000133,0.3841528,0.0415399719982981,0.012444888,0.56809074,0.1423868,0.0064482530330185,0.00390625,0.20703125,0.1045624818595201,0.0014801455933984,Dog
dog_barking_103.wav,"[-5.2001246e-04 -9.7070937e-05 -6.5794133e-04 ... -3.4188358e-03
 -3.0300552e-03  0.0000000e+00]",1.3215419501133787,29140,22050,0.0002377459547681,397.6988451157008,8.571637753542559,656.602834026674,0.009390391,1.0061805,0.26356095,0.1041575810720217,0.002278053,0.39393836,0.09720134,0.0156357193012857,0.0595703125,0.1396484375,0.0925035978618421,0.0003046531177523,Dog
dog_barking_90.wav,"[-1.85370391e-05  2.34031875e-04  4.02380334e-04 ...  4.65570949e-02
  1.45077154e-01  1.24710575e-01]",11.5,253575,22050,0.0025224089807989,1222.7886195635797,11.008598654507995,1737.2430653850067,0.0009507631,0.84806705,0.13116111,0.036072103251176,0.00039681513,0.39067036,0.046722874,0.0051357035991979,0.0361328125,0.2314453125,0.0839661445194248,0.0021208736208259,Dog
dog_barking_4.wav,"[-0.00051276 -0.0005017  -0.00020601 ...  0.01217687  0.01144599
  0.        ]",7.203718820861678,158842,22050,0.0010919702133621,621.0114645820343,14.716259373376417,1892.8046653834613,0.0005463285,1.0069493,0.19184685,0.0484860681598224,0.00048644186,0.4268613,0.0740343,0.0078042292959928,0.021484375,0.3193359375,0.0721837857574536,0.001309449660738,Dog
dog_barking_78.wav,"[-3.0288356e-05 -5.0377807e-06 -2.7044409e-05 ... -8.3966227e-03
 -9.8702889e-03 -4.4571366e-03]",4.3107029478458045,95051,22050,6.264289189219744e-05,2240.697465225252,19.08276217205524,6622.360639841865,-0.002193972,1.0001912,0.59915054,0.0501532243750487,0.0050828895,0.5402592,0.2538047,0.0090558127979584,0.0283203125,0.087890625,0.0550029441453566,5.96425301261824e-05,Dog
dog_barking_19.wav,"[-0.0002056  -0.00038827 -0.00027724 ... -0.01137527 -0.00694371
  0.        ]",3.927981859410431,86612,22050,3.722735592618441e-05,2359.340708207116,21.94712784197716,7812.645376598411,0.010584338,1.0006957,0.5922224,0.0722686240019706,0.0038653777,0.49019077,0.28375658,0.0152179590693658,0.02734375,0.111328125,0.0604906180760709,0.000243210585616,Dog
dog_barking_17.wav,"[-0.0002854  -0.00010689  0.00018771 ... -0.01302722 -0.0115308
 -0.00430108]",3.0920181405895693,68179,22050,0.0001324821048723,961.3237013837518,17.06344610828041,2900.0837425096342,0.0016826941,0.9941127,0.41266116,0.1424934571903003,0.00047577787,0.5109225,0.1567009,0.0222615977238051,0.037109375,0.1318359375,0.0710178969277673,0.0002391695157301,Dog
dog_barking_58.wav,"[-2.8664710e-05 -4.6713481e-06 -9.8717046e-06 ...  1.9905020e-03
  2.4134843e-03  1.5849182e-03]",3.82,84231,22050,7.842246171923048e-05,761.8925861799586,8.937800188023692,1031.7743813225084,0.0025607983,0.854001,0.22993541,0.0137006073148417,0.0031379426,0.28473464,0.10542672,0.0020640437026992,0.01953125,0.11328125,0.0588664169195751,0.0001748479611093,Dog
dog_barking_84.wav,"[-3.0138008e-05 -1.4347687e-05  2.8766661e-05 ... -2.4307398e-03
 -2.5618610e-03  0.0000000e+00]",2.332335600907029,51428,22050,8.088493846068767e-05,417.278788238465,6.499376857515514,462.924053974282,0.0044579683,0.8532538,0.17739016,0.031679342976978,0.0019480062,0.35580927,0.07331839,0.0044523997771137,0.0361328125,0.119140625,0.0706890352922885,0.0002535613964166,Dog
dog_barking_60.wav,"[-2.7234584e-05 -7.0625174e-06 -7.2246526e-06 ...  2.9646781e-05
  1.7193634e-06 -2.2215092e-06]",2.314829931972789,51042,22050,1.0424287962617031e-06,478.5333061212114,6.333353555014219,414.52449594141257,0.0014423477,0.93353575,0.17473818,0.0386447984088755,0.003900478,0.39136124,0.0658243,0.0045801709562858,0.03125,0.119140625,0.068508674028822,0.0001905567662451,Dog
dog_barking_37.wav,"[-1.9525714e-07  2.5574227e-06  1.1136327e-04 ...  5.3347433e-03
  5.2276962e-03  2.3327959e-03]",6.169387755102041,136035,22050,5.242098611079353e-05,731.5095799884963,9.44092427023574,961.5753707615054,0.015922194,0.80261624,0.18910225,0.0093958590235806,0.005680007,0.3500902,0.08053982,0.0012352542129341,0.03515625,0.1103515625,0.0622556297036688,0.0002012660835118,Dog
dog_barking_104.wav,"[ 2.5119630e-03  2.9313676e-03 -4.6797562e-05 ... -1.6779208e-03
 -2.0616008e-03 -1.1750391e-03]",10.261950113378685,226276,22050,1.3789667454862294e-05,521.1720096370051,8.390436639761683,639.8331102927555,0.004889451,1.0206372,0.07741534,0.0265138730465792,0.004222004,0.32211316,0.025400393,0.0024944778498057,0.0107421875,0.3837890625,0.0994939329397624,0.0042799501648726,Dog
dog_barking_26.wav,"[-0.00946571 -0.01349865 -0.01074335 ...  0.00657558  0.00688879
  0.00370057]",9.073378684807256,200068,22050,0.000149533826443,1032.4073907551658,14.844908233474774,2183.280398117277,0.0070054857,0.729102,0.18886138,0.0385077604577088,0.006285702,0.40301517,0.07395007,0.0065420030789617,0.00390625,0.1875,0.0615777603500639,0.0004962390065488,Dog
dog_barking_34.wav,"[-3.1183733e-06 -2.0067553e-05 -4.2651696e-05 ... -5.4285936e-03
 -5.2266917e-03  0.0000000e+00]",3.763356009070295,82982,22050,0.0001143704717604,778.6291068737062,9.084166401509574,1079.326515495777,0.016984083,0.90308774,0.21324003,0.0457263479216231,0.010274923,0.40579787,0.08351318,0.0070219752824301,0.01953125,0.1103515625,0.063426906779661,0.0002495997070293,Dog
dog_barking_71.wav,"[-2.8434089e-05 -4.4920885e-06 -6.9527923e-06 ...  5.1548844e-04
  6.9976842e-04  3.7469721e-04]",5.489387755102041,121041,22050,1.363464798916936e-06,1211.0813912816152,12.64071912229883,2619.033914614807,0.00840564,0.9769836,0.3008004,0.0130271532173667,0.0033277604,0.42096758,0.14315037,0.0024583319103512,0.0322265625,0.1025390625,0.0646007449127906,0.0001892346010974,Dog
dog_barking_0.wav,"[-0.00037815 -0.00046236 -0.00036855 ...  0.00102295  0.00097371
  0.        ]",17.200226757369613,379265,22050,1.3386334822891193e-05,383.18895986256814,8.79989769460118,575.63180327121,0.0,0.72646713,0.0591291,0.0096444690746509,0.00036044835,0.28788573,0.021329071,0.0012668490457313,0.0244140625,0.12109375,0.0661024744854925,0.0002308365615625,Dog
dog_barking_94.wav,[0.00062776 0.00102078 0.00133259 ... 0.0034582  0.0047504  0.00278665],7.33469387755102,161730,22050,0.0001551606989815,1090.8922936348235,18.46055189725787,2893.8098070492583,0.0048141927,0.9184564,0.27047828,0.0448880786944832,0.0033037171,0.46599904,0.105136946,0.0089455163393904,0.0302734375,0.1826171875,0.1441511323180379,0.0009513565734528,Dog
dog_barking_54.wav,"[-2.9769308e-05  3.3194199e-05  2.1008292e-04 ... -1.3253409e-02
 -9.1624362e-03  0.0000000e+00]",3.791972789115646,83613,22050,0.0005502913268285,654.8177026659708,9.45653945170838,1163.9126477796076,0.026229294,0.99548644,0.225054,0.0334803240678942,0.008834962,0.43084663,0.09726699,0.0055191161333487,0.025390625,0.1103515625,0.0583040663226299,0.0001196320208062,Dog
dog_barking_95.wav,"[8.8051520e-04 6.2214525e-04 6.0071096e-05 ... 1.1238159e-02 8.1053814e-03
 0.0000000e+00]",2.083219954648526,45935,22050,0.0008869759167536,234.0435000285706,7.129392738403243,453.1104205326042,0.00015082602,0.99277353,0.16817862,0.080437270726738,0.00017966643,0.3545223,0.052481968,0.0082348182032602,0.0029296875,0.224609375,0.0764112552228412,0.0015281443595069,Dog
dog_barking_9.wav,"[-2.9603176e-05 -3.1411830e-05 -2.9353427e-05 ...  6.4648790e-03
  5.1971297e-03  0.0000000e+00]",1.763718820861678,38890,22050,0.0013198632576432,459.1157263422158,11.754494314997924,1030.0812611306512,0.0018896572,0.8673428,0.29089546,0.0975785515095927,0.00065041846,0.48211738,0.10992956,0.0179966529800553,0.0009765625,0.1630859375,0.0742026881167763,0.0017137398979865,Dog
dog_barking_28.wav,"[-0.00154616 -0.00154071 -0.00097016 ...  0.00208419  0.00156192
  0.        ]",15.129659863945578,333609,22050,1.2228878905513398e-05,1490.94048690144,15.841111744641845,3344.177466252824,0.002550751,1.0020714,0.15432355,0.0482781830008612,0.0015076764,0.47900558,0.058044784,0.0074072236231659,0.0087890625,0.171875,0.0482396402713847,0.0004601849295641,Dog
dog_barking_96.wav,"[-0.00307443 -0.00346477 -0.00292816 ...  0.0057973   0.00437561
  0.        ]",11.87873015873016,261926,22050,1.4260724539722307e-05,817.632622036133,8.98692172046108,1211.6505113443204,0.0021309992,0.99770623,0.061745305,0.0238256189864736,0.0017776802,0.51082206,0.024713349,0.0043238965557289,0.001953125,0.146484375,0.0406649784745969,0.0006239449590527,Dog
dog_barking_102.wav,[0.00291316 0.00573636 0.0056422  ... 0.00872215 0.00529277 0.00170778],2.162448979591837,47682,22050,0.0002962596958987,346.6813264636523,8.64946169161225,672.5352506518276,0.03749205,0.9980329,0.31121698,0.0367872735625633,0.017036792,0.56901723,0.085382335,0.00837881751709,0.0126953125,0.1748046875,0.0399500460790884,0.0007329625488719,Dog
dog_barking_100.wav,"[ 0.00523999  0.00546674  0.00909946 ... -0.01930497 -0.01288421
  0.        ]",1.8541043083900224,40883,22050,0.0004138020276306,153.56313692968575,4.608529711056598,206.0715202880467,0.0038241653,0.7884507,0.081860214,0.0300798558142491,0.0013971275,0.3471996,0.030525882,0.0046312416608804,0.0185546875,0.1572265625,0.078155517578125,0.0007266092076196,Dog
dog_barking_63.wav,"[-8.7599119e-07 -1.9708208e-05 -5.4358497e-05 ... -5.8981921e-03
 -6.8769171e-03  0.0000000e+00]",3.9569614512471656,87251,22050,0.0005017451063556,1261.5567351770371,8.087474050714002,1222.5006729645463,0.014363563,0.8863945,0.1715177,0.0252274835370098,0.0037198588,0.41546652,0.090044394,0.0066547526536227,0.0146484375,0.1474609375,0.0669160098973607,0.0004236865079882,Dog
dog_barking_98.wav,"[-2.9690287e-05 -3.4207704e-05 -1.8153718e-05 ...  7.0464313e-02
  7.0657507e-02  3.0513501e-02]",6.133015873015873,135233,22050,0.0004911507851505,803.4616405096206,21.110240153697585,2769.616422338858,1.624233e-05,0.99704134,0.29767707,0.0489643065745688,1.4880471e-05,0.72721744,0.12017194,0.0093265028906788,0.001953125,0.3017578125,0.0635098229068117,0.0025496056349786,Dog
dog_barking_67.wav,"[-9.2369896e-07 -2.2579890e-05 -4.1841355e-05 ...  1.9150893e-03
  1.4697115e-03  0.0000000e+00]",2.56453514739229,56548,22050,7.172245122493639e-05,1054.044085798464,6.60726117935694,859.259949185586,0.0019584158,0.8405213,0.2195469,0.0211729192662806,0.002217574,0.37091884,0.10915972,0.0040516103586169,0.01953125,0.1064453125,0.0525288991798642,0.0001257497050631,Dog
